player_name,club_name,position_name,now_cost,total_points,event_points,points_per_game,selected_by_percent,goals_scored,assists,minutes,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,saves,yellow_cards,red_cards,bonus,influence,creativity,threat,ict_index,form,dreamteam_count,value_form,value_season,transfers_in,transfers_out,transfers_in_event,transfers_out_event,cost_change_start,cost_change_start_fall,cost_change_event,cost_change_event_fall,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,starts,tackles,clearances_blocks_interceptions,recoveries,defensive_contribution,defensive_contribution_per_90,news,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
Rodrigo R.Gomes,Wolves,DEF,4.5,12,2,2.4,0.1,1,0,241,0,6,0,0,0,0,0,0,0,53.2,23.9,74.0,15.2,0.7,0,0.2,2.7,7709,8177,165,304,0.0,0.0,0.0,0.0,0.72,0.19,0.91,2.87,3,6,9,10,15,5.6,,241,94,253,80,88,14,212,72,,,,,,,0.27,0.0,0.07,0.34,1.07,2.24,433,93,290,99,218,83,476,176,1.12,0.0
Josh Laurent,Burnley,MID,4.9,12,1,1.5,0.0,0,0,461,0,12,0,0,0,0,1,0,0,54.6,21.3,32.0,11.0,1.7,0,0.3,2.4,1060,2143,39,79,-0.1,0.1,0.0,0.0,0.16,0.14,0.3,10.64,5,2,25,15,42,8.2,,238,104,268,158,205,118,266,135,,,,,,,0.03,0.0,0.03,0.06,2.08,2.34,301,189,198,94,316,149,624,254,0.98,0.0
Senne Lammens,Man Utd,GKP,5.0,12,3,6.0,0.7,0,0,180,1,1,0,0,0,8,0,0,2,62.0,0.0,0.0,6.2,4.0,1,0.8,2.4,75393,10365,32757,1426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.46,2,0,2,22,0,0.0,,214,22,698,82,690,79,323,22,,,,,,,0.0,4.0,0.0,0.0,1.73,0.5,271,11,70,6,13,2,200,27,1.0,0.5
Lucas Estella Perri,Leeds,GKP,4.5,12,0,4.0,0.2,0,0,270,2,5,0,0,0,3,0,0,0,29.2,0.0,0.0,2.9,0.0,0,0.0,2.7,15989,33587,319,566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,3,0,3,20,0,0.0,,308,26,597,74,576,66,375,26,,,,,,,0.0,1.0,0.0,0.0,1.3,1.67,405,24,571,81,75,7,334,51,1.0,0.67
Tim Iroegbunam,Everton,MID,4.9,12,1,2.0,0.0,0,1,264,3,1,0,0,0,0,3,0,0,46.4,9.0,7.0,6.3,1.7,0,0.3,2.4,925,2103,41,85,-0.1,0.1,0.0,0.0,0.15,0.01,0.16,4.83,3,7,14,14,35,11.93,,262,116,333,177,314,167,322,160,,,,,,,0.05,0.0,0.0,0.05,1.65,0.34,343,213,200,95,263,121,619,251,1.02,1.02
Xavi Xavi,Spurs,MID,6.9,12,2,2.4,2.5,0,1,327,1,4,0,0,0,0,1,0,0,50.8,97.4,29.0,17.7,1.7,0,0.2,1.7,649835,402509,4041,39138,-0.1,0.1,-0.1,0.1,0.28,0.58,0.86,3.77,4,5,6,16,27,7.43,,250,111,77,56,219,124,189,98,,,,,,,0.08,0.0,0.16,0.24,1.04,1.1,43,27,214,106,225,102,117,42,1.1,0.28
Habib Diarra,Sunderland,MID,5.4,12,0,3.0,0.0,0,1,345,2,2,0,0,0,0,1,0,0,10.6,31.0,45.0,8.0,0.0,0,0.0,2.2,6030,14412,10,299,-0.1,0.1,0.0,0.0,0.5,0.08,0.58,3.87,4,1,6,8,15,3.91,Groin Injury - Expected back 03 Dec,371,172,225,140,160,93,306,151,,,,,,,0.13,0.0,0.02,0.15,1.01,0.52,194,122,712,311,168,68,575,216,1.04,0.52
Jacob Bruun Larsen,Burnley,MID,5.3,12,1,2.0,0.0,0,1,292,1,7,0,0,0,0,0,0,0,38.4,33.6,31.0,10.2,1.0,0,0.2,2.3,2340,4349,109,138,-0.2,0.2,0.0,0.0,0.08,0.35,0.43,6.01,3,1,6,8,15,4.62,,286,129,217,137,210,121,276,140,,,,,2.0,,0.02,0.0,0.11,0.13,1.85,2.16,202,128,261,126,267,125,615,247,0.92,0.31
Matt O'Riley,Brighton,MID,5.5,12,0,6.0,0.4,1,0,177,1,2,0,0,0,0,0,0,2,60.8,66.6,63.0,19.0,0.0,1,0.0,2.2,130744,190155,0,1289,0.0,0.0,0.0,0.0,1.21,0.17,1.38,2.12,2,4,3,2,9,4.58,has joined Marseille on loan for the rest of the season.,218,92,122,85,112,67,171,89,1.0,,2.0,,2.0,,0.62,0.0,0.09,0.71,1.08,1.02,145,92,718,315,15,3,261,88,1.02,0.51
Carlos Baleba,Brighton,MID,4.8,11,3,1.4,2.2,0,0,422,2,5,0,0,0,0,2,0,0,22.4,37.8,7.0,6.8,1.7,0,0.4,2.3,101661,369642,3962,7934,-0.2,0.2,0.0,0.0,0.08,0.14,0.22,6.53,7,8,16,26,50,10.66,,334,155,206,131,312,165,319,158,,,,,,,0.02,0.0,0.03,0.05,1.39,1.07,377,236,197,93,322,152,126,45,1.49,0.43
Manuel Ugarte,Man Utd,MID,4.8,11,1,1.6,0.1,0,0,272,0,8,0,0,0,0,0,0,0,43.4,25.2,2.0,7.0,1.3,0,0.3,2.3,11319,18245,729,696,-0.2,0.2,0.0,0.0,0.05,0.03,0.08,7.4,2,13,14,14,41,13.57,,274,122,246,148,356,185,317,157,,,,,,,0.02,0.0,0.01,0.03,2.45,2.65,370,231,225,109,297,139,399,133,0.66,0.0
Abdukodir Khusanov,Man City,DEF,5.4,11,0,2.8,0.3,0,0,227,1,1,0,0,0,0,1,0,0,42.4,5.2,0.0,4.8,0.0,0,0.0,2.0,23569,47493,32,1490,-0.1,0.1,0.0,0.0,0.0,0.02,0.02,3.13,3,7,15,9,22,8.72,Ankle injury - 25% chance of playing,280,106,348,119,722,246,342,117,,,,,,,0.0,0.0,0.01,0.01,1.24,0.4,197,26,714,244,189,73,318,113,1.19,0.4
James Trafford,Man City,GKP,4.7,11,0,3.7,1.2,0,0,270,1,4,0,0,0,11,0,0,0,100.2,0.0,0.0,10.1,0.0,0,0.0,2.3,96185,231332,219,4589,-0.3,0.3,0.0,0.0,0.0,0.0,0.0,3.97,3,2,6,33,0,0.0,,147,19,659,76,641,69,279,19,,,,,,,0.0,3.67,0.0,0.0,1.32,1.33,385,18,633,82,99,9,163,22,1.0,0.33
Ladislav Krejčí,Wolves,DEF,4.5,11,-1,2.2,0.1,1,0,450,0,8,1,0,0,0,1,0,0,124.8,59.7,78.0,26.3,1.0,0,0.2,2.4,7268,2045,236,335,0.0,0.0,0.0,0.0,0.77,0.29,1.06,4.7,5,9,24,13,33,6.6,,104,49,134,31,82,10,108,33,,,,,,,0.15,0.0,0.06,0.21,0.94,1.6,420,90,246,85,235,87,549,199,1.0,0.0
Ferdi F.Kadıoğlu,Brighton,DEF,4.4,11,2,1.6,0.1,0,0,464,0,7,0,0,0,0,2,0,0,80.6,56.9,31.0,16.9,2.0,0,0.5,2.5,7586,14529,458,537,-0.1,0.1,0.0,0.0,0.18,0.58,0.76,7.06,4,9,20,22,29,5.62,,176,71,143,34,207,55,196,63,,,,,,,0.03,0.0,0.11,0.14,1.37,1.36,518,126,158,60,294,104,398,146,0.78,0.0
Matheus Cunha,Man Utd,MID,7.9,11,2,1.6,3.7,0,0,441,0,7,0,0,0,0,0,0,0,56.4,71.9,135.0,26.4,1.7,0,0.2,1.4,803816,1373553,9574,12177,-0.1,0.1,-0.1,0.1,1.4,0.56,1.96,8.48,5,4,7,22,33,6.73,,231,99,112,81,36,19,107,60,,,,,,,0.29,0.0,0.11,0.4,1.73,1.43,18,13,217,108,309,146,95,30,1.02,0.0
Curtis C.Jones,Liverpool,MID,5.4,11,1,1.6,0.1,0,1,253,0,6,0,0,0,0,0,0,0,43.4,59.5,24.0,12.7,1.0,0,0.2,2.0,4761,11552,452,327,-0.1,0.1,0.0,0.0,0.28,0.9,1.18,3.71,1,6,5,18,29,10.32,,275,123,137,93,239,132,242,122,,,,,,,0.1,0.0,0.32,0.42,1.32,2.13,172,106,263,127,303,141,499,173,0.36,0.0
Patrick Dorgu,Man Utd,DEF,4.4,11,1,1.6,3.8,0,1,501,0,9,0,0,0,0,2,0,0,94.2,105.2,56.0,25.6,0.7,0,0.2,2.5,405593,685641,1670,23050,-0.1,0.1,0.0,0.0,0.24,0.58,0.82,10.07,5,18,19,18,37,6.65,,157,65,65,16,128,22,113,35,,,,,,,0.04,0.0,0.1,0.14,1.81,1.62,578,144,287,96,296,105,89,34,0.9,0.0
Evann Guessand,Aston Villa,MID,6.3,11,2,1.6,0.0,0,0,342,1,4,0,0,0,0,0,0,0,46.0,21.7,52.0,12.0,1.7,0,0.3,1.7,3475,7684,117,208,-0.2,0.2,0.0,0.0,0.32,0.31,0.63,5.16,4,13,5,17,35,9.21,,264,117,265,156,143,85,250,125,,,,,,,0.08,0.0,0.08,0.16,1.36,1.05,75,52,212,104,306,143,593,232,1.05,0.26
Jørgen Strand Larsen,Wolves,FWD,6.4,11,2,1.8,1.4,0,0,452,2,7,0,0,0,0,0,0,0,19.6,33.2,103.0,15.3,2.0,0,0.3,1.7,145942,500294,3630,7805,-0.1,0.1,0.0,0.0,0.69,0.23,0.92,5.88,5,1,10,5,16,3.19,,347,30,219,21,59,20,210,22,,,,,,,0.14,0.0,0.05,0.19,1.17,1.39,65,21,188,15,286,27,155,24,1.0,0.4
Callum Wilson,West Ham,FWD,5.9,11,0,2.2,0.4,1,0,170,0,5,0,0,0,0,0,0,2,50.8,13.5,82.0,14.3,0.0,0,0.0,1.9,33028,54014,1353,2189,-0.1,0.1,0.0,0.0,1.09,0.04,1.13,3.66,1,0,2,4,6,3.18,,249,21,306,31,80,22,220,23,,,,,,,0.58,0.0,0.02,0.6,1.94,2.65,93,28,724,74,242,22,270,42,0.53,0.0
Lewis L.Miley,Newcastle,MID,4.4,11,4,1.8,2.1,0,1,212,1,2,0,0,0,0,0,0,0,44.8,49.8,8.0,10.4,1.7,0,0.4,2.5,160666,201071,11044,7534,-0.1,0.1,0.0,0.0,0.03,0.31,0.34,1.32,1,3,5,14,22,9.34,,265,118,164,110,304,160,274,139,,,,,,,0.01,0.0,0.13,0.14,0.56,0.85,566,317,195,91,276,130,129,46,0.42,0.42
Cole Palmer,Chelsea,MID,10.3,11,0,3.7,10.1,1,0,144,1,2,0,0,0,0,0,0,1,44.4,19.2,65.0,12.9,0.0,0,0.0,1.1,683253,6206596,627,60089,-0.2,0.2,0.0,0.0,0.8,0.12,0.92,2.54,2,2,1,4,7,4.38,Groin Injury - Expected back 22 Nov,266,119,280,160,110,66,238,120,5.0,,1.0,,1.0,,0.5,0.0,0.08,0.58,1.59,1.25,4,2,745,331,104,41,41,15,1.25,0.62
James Ward-Prowse,West Ham,MID,5.7,11,0,2.2,0.2,0,0,414,1,11,0,0,0,0,0,0,0,56.6,176.3,6.0,23.9,0.0,0,0.0,1.9,9431,33827,366,826,-0.3,0.3,0.0,0.0,0.13,0.91,1.04,7.27,5,4,9,9,22,4.78,,230,98,28,25,330,174,128,68,2.0,,2.0,,3.0,,0.03,0.0,0.2,0.23,1.58,2.39,119,78,721,317,241,112,356,122,1.09,0.22
Will Hughes,Crystal Palace,MID,4.9,11,0,1.8,0.1,0,0,411,3,3,0,0,0,0,3,0,0,52.4,74.4,18.0,14.5,0.3,0,0.1,2.2,9847,13001,148,511,-0.1,0.1,0.0,0.0,0.15,0.57,0.72,4.91,5,5,19,14,38,8.32,,248,110,107,78,258,141,218,111,2.0,,,,,,0.03,0.0,0.12,0.15,1.08,0.66,295,183,342,160,279,133,466,155,1.09,0.66
Altay Bayindir,Man Utd,GKP,4.9,11,0,1.8,0.4,0,0,540,0,11,0,0,0,13,0,0,0,118.4,10.0,0.0,12.8,0.7,0,0.1,2.2,29301,44048,314,1837,-0.1,0.1,0.0,0.0,0.0,0.05,0.05,9.24,6,0,7,39,0,0.0,,112,14,328,6,672,75,240,14,,,,,,,0.0,2.17,0.01,0.01,1.54,1.83,332,15,298,21,280,24,271,38,1.0,0.0
James Milner,Brighton,MID,5.0,11,1,1.8,0.1,1,0,156,0,5,0,0,0,0,1,0,0,55.2,37.0,17.0,10.9,0.7,0,0.1,2.2,13423,13307,467,632,0.0,0.0,0.0,0.0,0.79,0.12,0.91,2.67,1,3,5,8,16,9.23,,235,102,208,133,264,145,269,137,,,,,,,0.46,0.0,0.07,0.53,1.54,2.88,241,149,300,144,281,134,403,135,0.58,0.0
Rodrigo 'Rodri' Rodrigo,Man City,MID,6.3,11,0,2.2,0.5,0,0,291,1,3,0,0,0,0,0,0,0,50.0,50.4,19.0,11.9,0.3,0,0.0,1.7,39606,74843,39,4014,-0.2,0.2,-0.1,0.1,0.14,0.22,0.36,3.76,4,6,12,22,40,12.37,Muscle injury - 25% chance of playing,252,112,162,108,256,140,252,127,,,,,,,0.04,0.0,0.07,0.11,1.16,0.93,71,48,368,178,244,114,236,80,1.24,0.31
Frank Onyeka,Brentford,MID,4.9,11,0,2.2,0.1,0,2,87,0,2,0,0,0,0,0,0,0,27.4,13.6,4.0,4.5,0.7,0,0.1,2.2,4360,5692,58,174,-0.1,0.1,0.0,0.0,0.0,0.36,0.36,1.64,0,2,2,5,9,9.31,,313,144,305,167,341,178,345,167,,,,,,,0.0,0.0,0.37,0.37,1.7,2.07,324,202,297,143,237,109,555,203,0.0,0.0
Amadou Onana,Aston Villa,MID,4.8,11,4,2.8,0.6,0,0,235,1,2,0,0,0,0,1,0,0,52.8,12.9,16.0,8.1,1.7,0,0.4,2.3,62119,189665,1682,1086,-0.2,0.2,0.0,0.0,0.23,0.06,0.29,3.12,3,7,16,14,37,14.17,,243,106,309,169,268,148,301,148,,,,,,,0.09,0.0,0.02,0.11,1.19,0.77,372,233,196,92,184,77,224,74,1.15,0.38
Wilson Odobert,Spurs,MID,5.3,11,2,1.4,0.0,0,0,314,0,5,0,0,0,0,0,0,0,29.6,57.3,86.0,17.3,1.7,0,0.3,2.1,1884,3577,156,118,-0.2,0.2,0.0,0.0,0.67,0.43,1.1,3.08,3,3,3,14,20,5.73,,307,139,141,96,78,49,191,99,,,,,,,0.19,0.0,0.12,0.31,0.88,1.43,216,135,205,98,324,154,610,244,0.86,0.0
Alexander Isak,Liverpool,FWD,10.5,10,2,2.5,9.5,0,1,250,0,3,0,0,0,0,0,0,0,21.8,21.5,50.0,8.7,3.0,0,0.3,1.0,1675060,1557159,15905,123809,0.0,0.0,-0.1,0.1,0.94,0.03,0.97,3.32,3,2,1,8,11,3.96,,337,29,266,24,148,31,296,31,,,3.0,,2.0,,0.34,0.0,0.01,0.35,1.2,1.08,3,2,118,10,214,21,43,8,1.08,0.0
Niclas Füllkrug,West Ham,FWD,5.6,10,0,1.7,0.8,0,0,379,1,9,0,0,0,0,0,0,0,24.8,72.3,125.0,21.9,1.3,0,0.2,1.8,41834,359092,60,6407,-0.4,0.4,-0.1,0.1,0.86,0.18,1.04,5.93,5,2,7,8,17,4.04,Muscle injury - 25% chance of playing,324,28,111,7,44,17,141,18,,,,,,,0.2,0.0,0.04,0.24,1.41,2.14,129,32,234,21,292,28,191,29,1.19,0.24
Noni Madueke,Arsenal,MID,6.9,10,0,2.0,0.7,0,0,304,2,2,0,0,0,0,0,0,0,30.2,111.7,105.0,24.6,0.0,0,0.0,1.4,148823,216877,43,3342,-0.1,0.1,0.0,0.0,0.29,0.86,1.15,2.04,4,3,1,10,14,4.14,Knee injury - Unknown return date,306,138,61,45,55,33,121,64,,,,,,,0.09,0.0,0.25,0.34,0.6,0.59,41,25,737,326,272,128,206,69,1.18,0.59
Nathan Aké,Man City,DEF,5.4,10,6,2.0,0.7,0,0,201,1,3,0,0,0,0,0,0,0,37.4,24.9,13.0,7.6,2.3,0,0.4,1.9,22656,51320,943,1082,-0.1,0.1,0.0,0.0,0.28,0.17,0.45,2.16,1,3,10,3,13,5.82,,291,109,250,78,287,93,311,104,,,,,,,0.13,0.0,0.08,0.21,0.97,1.34,165,18,148,57,268,97,209,79,0.45,0.45
Rayan Aït-Nouri,Man City,DEF,5.8,10,0,3.3,5.1,0,0,202,1,2,0,0,0,0,1,0,1,43.0,26.7,7.0,7.6,0.0,0,0.0,1.7,481684,2196695,543,19241,-0.2,0.2,0.0,0.0,0.04,0.48,0.52,2.94,3,9,14,8,23,10.25,,278,105,241,73,319,107,312,105,,,,,,,0.02,0.0,0.21,0.23,1.31,0.89,114,9,723,246,130,52,72,25,1.34,0.45
Karl Darlow,Leeds,GKP,4.0,10,1,2.0,2.5,0,0,450,0,8,0,0,0,13,0,0,0,105.0,0.0,0.0,10.5,1.3,0,0.3,2.5,88529,131488,3389,5360,0.0,0.0,0.0,0.0,0.0,0.01,0.01,4.43,5,0,6,53,0,0.0,,138,17,448,21,416,9,271,17,,,,,,,0.0,2.6,0.0,0.0,0.89,1.6,614,41,218,19,254,22,116,15,1.0,0.0
Jackson Tchatchoua,Wolves,DEF,4.5,10,1,1.4,0.0,0,0,368,0,9,0,0,0,0,0,0,0,70.8,69.2,18.0,15.8,2.0,0,0.4,2.2,2072,1318,70,128,0.0,0.0,0.0,0.0,0.26,0.04,0.3,4.4,3,10,18,25,28,6.85,,197,80,116,26,257,78,206,68,,,,,,,0.06,0.0,0.01,0.07,1.08,2.2,445,98,161,62,321,114,650,221,0.73,0.0
Pau Pau,Aston Villa,DEF,4.3,10,2,2.0,0.3,0,0,344,0,4,0,0,0,0,0,0,0,74.8,9.5,13.0,9.8,2.3,0,0.5,2.3,13234,33695,672,959,-0.2,0.2,-0.1,0.1,0.1,0.16,0.26,3.92,3,7,21,25,28,7.33,,190,75,332,113,283,92,283,95,,,,,,,0.03,0.0,0.04,0.07,1.03,1.05,596,151,140,52,256,92,298,106,0.78,0.0
Yéremy Yeremy,Crystal Palace,MID,5.9,10,1,1.7,0.1,0,0,370,2,3,0,0,0,0,2,0,0,38.0,95.8,60.0,19.1,1.7,0,0.3,1.7,42912,29192,529,1554,-0.1,0.1,0.0,0.0,1.16,0.83,1.99,5.03,5,8,3,17,28,6.81,,289,132,78,57,121,74,169,87,,,,,,,0.28,0.0,0.2,0.48,1.22,0.73,109,75,209,101,293,138,424,144,1.22,0.49
Timothy Castagne,Fulham,DEF,4.4,9,2,1.5,0.1,0,0,396,0,10,0,0,0,0,0,0,0,67.8,52.5,37.0,15.7,2.0,0,0.5,2.0,5252,10061,474,313,-0.1,0.1,0.0,0.0,0.42,0.12,0.54,8.21,5,11,22,15,33,7.5,,205,83,154,37,190,48,208,70,,,,,,,0.1,0.0,0.03,0.13,1.87,2.27,506,117,157,59,311,109,456,171,1.14,0.0
Lewis Hall,Newcastle,DEF,5.3,9,0,3.0,0.9,0,0,133,1,1,0,0,0,0,0,0,1,27.4,4.0,7.0,3.9,0.0,0,0.0,1.7,56568,183932,37,10433,-0.2,0.2,0.0,0.0,0.04,0.05,0.09,1.0,1,6,6,8,12,8.12,Hamstring injury - Expected back 09 Nov,314,118,353,123,318,106,362,125,2.0,,,,,,0.03,0.0,0.03,0.06,0.68,0.68,214,30,696,238,166,67,187,71,0.68,0.68
Sam Johnstone,Wolves,GKP,4.5,9,1,2.2,0.2,0,0,360,0,5,0,0,0,11,0,0,0,100.0,0.1,0.0,10.0,2.0,0,0.4,2.0,6769,7604,625,384,0.0,0.0,0.0,0.0,0.0,0.01,0.01,4.22,4,0,8,40,0,0.0,,148,20,402,10,570,64,280,20,,,,,,,0.0,2.75,0.0,0.0,1.06,1.25,393,22,159,13,234,20,392,62,1.0,0.0
Axel Tuanzebe,Burnley,DEF,3.9,9,8,4.5,1.8,0,0,180,1,2,0,0,0,0,0,0,0,36.0,1.2,0.0,3.8,3.0,0,0.8,2.3,95543,150694,4298,2935,-0.1,0.1,0.0,0.0,0.0,0.01,0.01,4.0,2,3,15,6,18,9.0,,294,111,375,133,375,137,363,126,,,,,,,0.0,0.0,0.0,0.0,2.0,1.0,705,211,105,37,49,22,141,54,1.0,0.5
Thierno Barry,Everton,FWD,5.7,9,1,1.1,0.3,0,0,222,1,2,0,0,0,0,0,0,0,14.6,21.2,29.0,5.8,1.0,0,0.2,1.6,22491,69803,740,1620,-0.3,0.3,0.0,0.0,0.46,0.02,0.48,4.32,2,0,6,2,8,3.24,,363,32,269,25,216,35,330,35,,,,,,,0.19,0.0,0.01,0.2,1.75,0.81,128,31,267,29,348,35,295,47,0.81,0.41
John Stones,Man City,DEF,5.5,9,0,2.2,0.7,0,0,264,1,5,0,0,0,0,0,0,0,53.8,5.8,2.0,6.2,0.0,0,0.0,1.6,42122,76843,755,2717,0.0,0.0,0.0,0.0,0.0,0.04,0.04,4.04,3,0,14,13,14,4.77,,240,93,344,116,363,130,325,109,,,,,,,0.0,0.0,0.01,0.01,1.38,1.7,136,15,715,245,240,88,197,75,1.02,0.34
Omar Marmoush,Man City,MID,8.3,9,0,3.0,2.6,0,1,148,0,3,0,0,0,0,0,0,2,38.2,36.1,58.0,13.3,0.0,0,0.0,1.1,167998,1155920,3843,4595,-0.2,0.2,0.0,0.0,0.82,0.45,1.27,1.9,2,3,3,7,13,7.91,,288,131,210,134,127,77,232,116,2.0,,1.0,,2.0,,0.5,0.0,0.27,0.77,1.16,1.82,11,6,743,329,173,72,113,39,1.22,0.0
Anthony Gordon,Newcastle,MID,7.4,9,2,1.8,3.0,0,0,341,3,4,0,0,0,0,0,1,0,32.2,65.8,109.0,20.4,2.7,0,0.4,1.2,425724,306887,25385,14851,-0.1,0.1,0.0,0.0,1.28,0.24,1.52,2.78,5,5,0,12,17,4.49,,302,136,125,86,51,29,158,82,3.0,,,,3.0,,0.34,0.0,0.06,0.4,0.73,1.06,25,16,136,67,287,135,106,37,1.32,0.79
Noussair Mazraoui,Man Utd,DEF,4.9,9,0,3.0,0.2,0,0,130,1,2,0,0,0,0,0,0,1,31.2,14.2,4.0,4.9,0.0,0,0.0,1.8,13394,33420,230,640,-0.1,0.1,0.0,0.0,0.0,0.13,0.13,1.59,2,8,4,11,12,8.31,,304,117,300,103,340,121,341,116,,,,,,,0.0,0.0,0.09,0.09,1.1,1.38,319,53,656,233,157,64,375,136,1.38,0.69
Mads Hermansen,West Ham,GKP,4.4,9,0,2.2,0.3,0,0,360,1,11,0,0,0,9,0,0,0,84.8,0.0,0.0,8.5,0.0,0,0.0,2.0,13121,25994,155,668,-0.1,0.1,0.0,0.0,0.0,0.01,0.01,5.44,4,0,7,27,0,0.0,,171,21,554,69,528,58,299,21,,,,,,,0.0,2.25,0.0,0.0,1.36,2.75,533,29,526,76,232,19,327,48,1.0,0.25
Vitalii Mykolenko,Everton,DEF,4.9,8,1,1.6,0.4,0,0,445,0,8,0,0,0,0,1,0,0,68.4,34.8,17.0,12.0,2.0,0,0.4,1.6,16148,72284,769,1184,-0.1,0.1,0.0,0.0,0.02,0.38,0.4,7.22,5,4,33,15,37,7.48,,202,81,214,60,263,80,249,86,,,,,,,0.0,0.0,0.08,0.08,1.46,1.62,317,52,166,64,298,106,282,100,1.01,0.0
Jefferson Lerma,Crystal Palace,MID,4.9,8,0,1.1,0.1,0,0,179,1,2,0,0,0,0,1,0,0,23.8,19.3,43.0,8.6,0.7,0,0.1,1.6,2337,4975,68,201,-0.1,0.1,0.0,0.0,0.52,0.04,0.56,2.96,1,3,11,10,24,12.07,,330,151,279,159,162,95,297,146,,,,,,,0.26,0.0,0.02,0.28,1.49,1.01,297,185,296,142,344,167,553,202,0.5,0.5
Justin Devenny,Crystal Palace,MID,4.4,8,0,1.1,1.2,0,0,145,0,3,0,0,0,0,0,0,0,16.2,31.4,73.0,12.1,0.7,0,0.2,1.8,84545,137083,1982,5760,-0.1,0.1,0.0,0.0,0.43,0.18,0.61,2.24,1,7,1,11,19,11.79,,355,165,224,139,90,53,247,124,,,2.0,,,,0.27,0.0,0.11,0.38,1.39,1.86,539,303,283,138,343,166,161,56,0.62,0.0
Daniel James,Leeds,MID,5.3,8,1,1.6,0.1,0,0,236,1,5,0,0,0,0,0,0,0,22.0,59.7,37.0,11.9,0.3,0,0.1,1.5,5061,45069,228,352,-0.2,0.2,0.0,0.0,0.43,0.37,0.8,3.25,3,2,1,7,10,3.81,,335,156,135,92,192,110,251,126,,,,,,,0.16,0.0,0.14,0.3,1.24,1.91,204,130,356,172,300,140,419,140,1.14,0.38
Rayan Cherki,Man City,MID,6.3,8,1,2.7,2.0,1,0,75,0,2,0,0,0,0,0,0,0,52.8,43.5,20.0,11.7,0.3,0,0.0,1.3,184543,915553,5039,3523,-0.2,0.2,0.0,0.0,0.2,0.48,0.68,0.83,1,4,2,3,9,10.8,,245,108,185,121,252,138,255,128,,,,,,,0.24,0.0,0.58,0.82,1.0,2.4,74,51,369,179,193,83,132,47,1.2,0.0
Jean-Ricner Bellegarde,Wolves,MID,5.3,8,0,1.1,0.0,0,0,252,0,9,0,0,0,0,0,0,0,23.8,56.2,26.0,10.5,0.7,0,0.1,1.5,2122,7282,4,288,-0.2,0.2,0.0,0.0,0.2,0.24,0.44,4.08,3,6,4,6,16,5.71,Illness - 75% chance of playing,331,152,146,98,228,127,273,138,4.0,,4.0,,,,0.07,0.0,0.09,0.16,1.46,3.21,207,132,305,147,347,170,572,213,1.07,0.0
Rio Ngumoha,Liverpool,MID,4.5,8,0,2.7,0.6,1,0,10,0,1,0,0,0,0,0,0,0,38.2,11.9,23.0,7.4,0.3,0,0.1,1.8,117050,67502,1878,4042,0.0,0.0,0.0,0.0,0.37,0.1,0.47,0.56,0,1,0,0,1,9.0,,287,130,316,172,240,133,313,154,,,,,,,3.33,0.0,0.9,4.23,5.04,9.0,483,290,336,156,191,81,225,75,0.0,0.0
Murillo Murillo,Nott'm Forest,DEF,5.3,8,1,1.6,2.1,0,0,379,0,8,0,0,0,0,1,0,0,66.0,13.2,2.0,8.1,0.3,0,0.1,1.5,68472,571930,1164,7630,-0.2,0.2,-0.1,0.1,0.0,0.21,0.21,7.38,5,3,28,24,31,7.36,,210,86,308,107,362,129,302,102,,,3.0,,,,0.0,0.0,0.05,0.05,1.75,1.9,217,31,358,123,302,108,128,48,1.19,0.0
Jack Harrison,Leeds,MID,5.2,8,2,1.1,0.1,0,0,195,0,3,0,0,0,0,0,0,0,20.0,32.1,24.0,7.7,1.3,0,0.2,1.5,2792,12384,184,260,-0.3,0.3,0.0,0.0,0.2,0.2,0.4,2.45,1,4,5,12,21,9.69,,345,161,222,138,238,131,309,153,3.0,,,,,,0.09,0.0,0.09,0.18,1.13,1.38,223,138,230,113,346,169,527,189,0.46,0.0
Diego Gomez,Brighton,MID,4.9,8,1,1.1,0.1,0,0,344,0,5,0,0,0,0,2,0,0,44.2,42.4,39.0,12.7,1.7,0,0.3,1.6,10336,8462,59,982,-0.1,0.1,0.0,0.0,0.28,0.13,0.41,4.74,4,17,7,15,39,10.2,Hip injury - 75% chance of playing,267,120,188,123,180,104,241,121,,,3.0,,,,0.07,0.0,0.03,0.1,1.24,1.31,348,216,201,96,345,168,473,159,1.05,0.0
